| min | final | max | max abs |
| -12 | 52 | 93 | 93 |
| -63 | 28 | 32 | 63 |
| -72 | -50 | 8 | 72 |
| -13 | 62 | 71 | 71 |
| -8 | -4 | 76 | 76 |
| -63 | 12 | 17 | 63 |
| -26 | 94 | 123 | 123 |
| -22 | 70 | 74 | 74 |
| -61 | -20 | 31 | 61 |
| -63 | -46 | 20 | 63 |
| -38 | -6 | 16 | 38 |
| -40 | -26 | 32 | 40 |
| -3 | 22 | 87 | 87 |
| -16 | 108 | 112 | 112 |
| -185 | -160 | 0 | 185 |
| -1 | 42 | 70 | 70 |
| -127 | -92 | 8 | 127 |
| -28 | 40 | 70 | 70 |
| -30 | 8 | 66 | 66 |
| -34 | 62 | 70 | 70 |
| -50 | 34 | 70 | 70 |
| -11 | 150 | 155 | 155 |
| -26 | 18 | 46 | 46 |
| -47 | -14 | 33 | 47 |
| -9 | 22 | 79 | 79 |
| -20 | 20 | 36 | 36 |
| -97 | -62 | 4 | 97 |
| -16 | 56 | 66 | 66 |
| -76 | 4 | 13 | 76 |
| -101 | -54 | 16 | 101 |
| -83 | -60 | 2 | 83 |
| -38 | 48 | 61 | 61 |
| -41 | -36 | 60 | 60 |
| -33 | 8 | 45 | 45 |
| -6 | 16 | 63 | 63 |
| -140 | -138 | 32 | 140 |
| -57 | -2 | 6 | 57 |
| -9 | 24 | 61 | 61 |
| -85 | -74 | 15 | 85 |
| -88 | 30 | 45 | 88 |
| -132 | -124 | 8 | 132 |
| -7 | 70 | 89 | 89 |
| -92 | -78 | 11 | 92 |
| -95 | -34 | 3 | 95 |
| -27 | 90 | 113 | 113 |
| -22 | 4 | 52 | 52 |
| -6 | 72 | 74 | 74 |
| -9 | 34 | 61 | 61 |
| -18 | 12 | 32 | 32 |
| -19 | 32 | 63 | 63 |
| -51 | 2 | 27 | 51 |
| -92 | -66 | 53 | 92 |
| -60 | -22 | 29 | 60 |
| -99 | -82 | 3 | 99 |
| -34 | 6 | 35 | 35 |
| -70 | -34 | 14 | 70 |
| -1 | 64 | 79 | 79 |
| -72 | 16 | 38 | 72 |
| -136 | -136 | 8 | 136 |
| -111 | -104 | 18 | 111 |
| -1 | 56 | 61 | 61 |
| -6 | 22 | 54 | 54 |
| -251 | -238 | 4 | 251 |
| -58 | 20 | 36 | 58 |
| -60 | 0 | 9 | 60 |
| -59 | -8 | 1 | 59 |
| -72 | -14 | 6 | 72 |
| -133 | -116 | 9 | 133 |
| -38 | 16 | 55 | 55 |
| -18 | -6 | 43 | 43 |
| -52 | -48 | 51 | 52 |
| -39 | -32 | 65 | 65 |
| -92 | -78 | 50 | 92 |
| -111 | -50 | 11 | 111 |
| -50 | 58 | 59 | 59 |
| -73 | -34 | 44 | 73 |
| -66 | -64 | 37 | 66 |
| -17 | 54 | 62 | 62 |
| -4 | 106 | 119 | 119 |
| -24 | 12 | 46 | 46 |
| -59 | 92 | 95 | 95 |
| -36 | 0 | 36 | 36 |
| -44 | 14 | 33 | 44 |
| -38 | -12 | 41 | 41 |
| -69 | -48 | 37 | 69 |
| -106 | -62 | 7 | 106 |
| -112 | -68 | 26 | 112 |
| -31 | -12 | 57 | 57 |
| -74 | -68 | 42 | 74 |
| -117 | -100 | 17 | 117 |
| -56 | -42 | 43 | 56 |
| -11 | 76 | 133 | 133 |
| -26 | 68 | 68 | 68 |
| -93 | -32 | 2 | 93 |
| -9 | 86 | 102 | 102 |
| -40 | 0 | 54 | 54 |
| 0 | 28 | 103 | 103 |
| -5 | 110 | 136 | 136 |
| -80 | -6 | 5 | 80 |
| -28 | -26 | 69 | 69 |
| -110 | -100 | 9 | 110 |
| -157 | -130 | 1 | 157 |
| -43 | 30 | 30 | 43 |
| -53 | -40 | 12 | 53 |
| -21 | 12 | 38 | 38 |
| -97 | -90 | 40 | 97 |
| -35 | 64 | 82 | 82 |
| -48 | -26 | 36 | 48 |
| -22 | 64 | 80 | 80 |
| -90 | 6 | 46 | 90 |
| -40 | -28 | 50 | 50 |
| -74 | -70 | 16 | 74 |
| -15 | 34 | 43 | 43 |
| -15 | 92 | 108 | 108 |
| -20 | 30 | 77 | 77 |
| -168 | -110 | 8 | 168 |
| -63 | -4 | 49 | 63 |
| -66 | -28 | 36 | 66 |
| 0 | 44 | 74 | 74 |
| -61 | -50 | 47 | 61 |
| -55 | -52 | 33 | 55 |
| -76 | -24 | 26 | 76 |
| -23 | 48 | 65 | 65 |
| -49 | -34 | 22 | 49 |
| -34 | 52 | 55 | 55 |
| -13 | 10 | 60 | 60 |
| -43 | -28 | 75 | 75 |
| -22 | 6 | 53 | 53 |
| 0 | 124 | 149 | 149 |
| -2 | 58 | 72 | 72 |
| -49 | -12 | 19 | 49 |
| -26 | 48 | 64 | 64 |
| -34 | -22 | 20 | 34 |
| 0 | 56 | 131 | 131 |
| 0 | 58 | 139 | 139 |
| -51 | -12 | 16 | 51 |
| -101 | -40 | 12 | 101 |
| -20 | 70 | 101 | 101 |
| -110 | -110 | 14 | 110 |
| -140 | -68 | 23 | 140 |
| -35 | 28 | 57 | 57 |
| -48 | -26 | 24 | 48 |
| -119 | -94 | 18 | 119 |
| -59 | 16 | 28 | 59 |
| -39 | 2 | 35 | 39 |
| -44 | -42 | 71 | 71 |
| -3 | 32 | 39 | 39 |
| -111 | -92 | 20 | 111 |
| -83 | -68 | 39 | 83 |
| -4 | 52 | 64 | 64 |
| -32 | 76 | 78 | 78 |
| -52 | -12 | 15 | 52 |
| -38 | 4 | 29 | 38 |
| -14 | -6 | 73 | 73 |
| -90 | -2 | 2 | 90 |
| -8 | 70 | 97 | 97 |
| -21 | -14 | 42 | 42 |
| -8 | 100 | 121 | 121 |
| -50 | 4 | 20 | 50 |
| -92 | -90 | 21 | 92 |
| -31 | 26 | 63 | 63 |
| -9 | 46 | 55 | 55 |
| -45 | -30 | 8 | 45 |
| -20 | 2 | 91 | 91 |
| -104 | -94 | 27 | 104 |
| -14 | 32 | 73 | 73 |
| -50 | -34 | 24 | 50 |
| -125 | -94 | 3 | 125 |
| -41 | -22 | 64 | 64 |
| -31 | 26 | 46 | 46 |
| -49 | -42 | 44 | 49 |
| -87 | -62 | 11 | 87 |
| -51 | -42 | 38 | 51 |
| -77 | 18 | 47 | 77 |
| -52 | -28 | 31 | 52 |
| -40 | 0 | 45 | 45 |
| -91 | -52 | 13 | 91 |
| -20 | 14 | 76 | 76 |
| -116 | -72 | 9 | 116 |
| -10 | 14 | 67 | 67 |
| -94 | -44 | 21 | 94 |
| -71 | -30 | 16 | 71 |
| -23 | 84 | 98 | 98 |
| -26 | 44 | 46 | 46 |
| -93 | -66 | 11 | 93 |
| -99 | -58 | 9 | 99 |
| -68 | 6 | 28 | 68 |
| -50 | -4 | 26 | 50 |
| -71 | -60 | 27 | 71 |
| -47 | 0 | 29 | 47 |
| -40 | -24 | 47 | 47 |
| -84 | -78 | 26 | 84 |
| -41 | 0 | 24 | 41 |
| -127 | -94 | 6 | 127 |
| -35 | 2 | 38 | 38 |
| -65 | -6 | 12 | 65 |
| -30 | -16 | 44 | 44 |
| -74 | -66 | 2 | 74 |
| -25 | 38 | 50 | 50 |
| -38 | 26 | 55 | 55 |
| -62 | -10 | 31 | 62 |
| -43 | -18 | 10 | 43 |
| -9 | 136 | 165 | 165 |
| -23 | 14 | 43 | 43 |
| -18 | 18 | 46 | 46 |
| -46 | 26 | 43 | 46 |
| -23 | 92 | 104 | 104 |
| -42 | -24 | 2 | 42 |
| -19 | 10 | 55 | 55 |
| -64 | -16 | 15 | 64 |
| -3 | 76 | 98 | 98 |
| -5 | 116 | 132 | 132 |
| -50 | -38 | 16 | 50 |
| -70 | 48 | 50 | 70 |
| -60 | -32 | 29 | 60 |
| -64 | -8 | 10 | 64 |
| -12 | 4 | 70 | 70 |
| -69 | -58 | 33 | 69 |
| -82 | -56 | 10 | 82 |
| -47 | -2 | 11 | 47 |
| -24 | 50 | 65 | 65 |
| -142 | -140 | 16 | 142 |
| -56 | -4 | 16 | 56 |
| -17 | 116 | 117 | 117 |
| -43 | -26 | 23 | 43 |
| -37 | 56 | 79 | 79 |
| -1 | 178 | 227 | 227 |
| -57 | -42 | 26 | 57 |
| -10 | 166 | 174 | 174 |
| -79 | -24 | 10 | 79 |
| -30 | 4 | 36 | 36 |
| -113 | -100 | 31 | 113 |
| -57 | 30 | 30 | 57 |
| -22 | 152 | 160 | 160 |
| -27 | 32 | 53 | 53 |
| -17 | 34 | 63 | 63 |
| -45 | 20 | 57 | 57 |
| -87 | -62 | 21 | 87 |
| -31 | -4 | 32 | 32 |
| -27 | 100 | 109 | 109 |
| -42 | -30 | 31 | 42 |
| -67 | -6 | 6 | 67 |
| -2 | 34 | 95 | 95 |
| -131 | -94 | 2 | 131 |
| -40 | 120 | 120 | 120 |
| -92 | -64 | 6 | 92 |
| -16 | 14 | 46 | 46 |
| -86 | -58 | 34 | 86 |
| -33 | 30 | 77 | 77 |
| -80 | -50 | 41 | 80 |
| -2 | 46 | 73 | 73 |
| -88 | -72 | 13 | 88 |
| -100 | -96 | 14 | 100 |
| -86 | -86 | 20 | 86 |
| -27 | 38 | 58 | 58 |
| -106 | -72 | 15 | 106 |
| -68 | -66 | 24 | 68 |
| -11 | -8 | 56 | 56 |
| -2 | 82 | 122 | 122 |
| -37 | -14 | 33 | 37 |
| -9 | 22 | 73 | 73 |
| -3 | 44 | 66 | 66 |
| -75 | -10 | 1 | 75 |
| -23 | 4 | 41 | 41 |
| -22 | 108 | 124 | 124 |
| -43 | 20 | 69 | 69 |
| -19 | 124 | 136 | 136 |
| -76 | -70 | 11 | 76 |
| -69 | 16 | 52 | 69 |
| -71 | -48 | 53 | 71 |
